# Works excluded from search/collections (indexed: false at build time).
#
# TWO PRUNE WAVES (third column says which):
#  1. numeric mbcov  — 2026-07-23 coverage prune (see curation/decision-data/FINDINGS.md §5.3
#     and curation/INDEX_DECISIONS.md; per-work snapshot: curation/decision-data/site_index_scored.csv):
#     REMOVE = mbcov < 5 AND not blind-spot-whitelisted AND not verified-canonical.
#     NOTE: mbcov was fuzzy-title-matched and inflated for generic titles.
#  2. 'ledger-cleanup' — 2026-07-31 convergence on the bluegrass canon. KEEP needed
#     two independent signals: any two of {MB coverage, Strum Machine catalog,
#     BluegrassLyrics.com} — or instrumental jam canon (tune list/tab/ABC), a
#     curated-bluegrass-artist credit, or user origin. Single-signal rows pruned.
#     Every pruned title was then manually reviewed (163 rescued via keep:).
#
# POLICY (Mike, 2026-07-31): the searchable index is deliberately bluegrass +
# bluegrass-adjacent. The full archive stays on disk and resolves by direct URL;
# nothing here is deleted, and anything can come back later.
#
# Non-destructive: works stay on disk and resolve by direct URL; user-origin
# works are never pruned regardless of this list; registry keep: entries win.
#
# RESTORE a song:  ./scripts/utility curate unprune <work-id> --reason "..."
# RESTORE in bulk: delete rows here (or add keep: entries), then rebuild.
id,title,mbcov
spanish-cavalier,Spanish Cavalier,0
spanish-eyes,Spanish Eyes,0
spanish-fandango,Spanish Fandango,3
spanish-johnny,Spanish Johnny,2
sparkling-brown-eyes,Sparkling Brown Eyes,1
sparkling-wine,Sparkling Wine,1
speak-of-the-devil,Speak Of The Devil,1
speak-of-the-devil-1,Speak Of The Devil,1
speak-softly,Speak Softly,0
speak-to-me-pretty,Speak To Me Pretty,0
speak-well-of-me,Speak Well of Me,3
special,Special,2
special-kind-of-man,Special Kind Of Man,2
special-memory,Special Memory,2
speed-of-a-fool,Speed Of A Fool,1
speed-of-flight,Speed Of Flight,0
spell-of-the-freight-train,Spell Of The Freight Train,1
spend-my-time,Spend My Time,4
spider-bit-the-baby,Spider Bit the Baby,3
spirit-in-the-sky,Spirit In The Sky,1
spirit-of-a-boy-wisdom-of-a-man,Spirit Of A Boy Wisdom Of A Man,1
spirit-of-america,Spirit Of America,1
spirit-of-christmas,Spirit Of Christmas,1
spirit-of-love-watches-over-me-the,"Spirit Of Love Watches Over Me, The",2
spirits-of-st-louis,Spirits Of St. Louis,2
spiritually-bankrupt,Spiritually Bankrupt,0
split-wood-hornpipe,Split Wood Hornpipe,0
spread-a-little-love-around,Spread A Little Love Around,2
spring-fever,Spring Fever,1
squaws-along-the-yukon-lyrics-chords,Squaws Along the Yukon Lyrics Chords,1
squeeze-me-in,Squeeze Me In,0
st-louis-named-a-shoe-after-me,St. Louis Named A Shoe After Me,0
stagger-lee,Stagger Lee,2
stairway-of-love,Stairway of Love,2
stairway-to-the-sky,Stairway To The Sky,1
stand-at-your-window,Stand At Your Window,1
stand-beside-me,Stand Beside Me,1
stand-beside-me-behind-me,Stand Beside Me Behind Me,1
stand-by-my-woman-man,Stand By My Woman Man,1
stand-by-your-man,Stand by Your Man,3
stand-in,Stand In,1
stand-on-my-own-two-knees,Stand On My Own Two Knees,2
stand-still,Stand Still,1
stand-up,Stand Up,1
standing-at-the-end-of-my-world,Standing At The End Of My World,1
standing-by-the-river,Standing By The River,2
standing-in-the-shadows,Standing In The Shadows,4
standing-on-the-mountain,Standing On The Mountain,2
standing-on-the-promises,Standing on the Promises,3
standing-outside-the-fire,Standing Outside The Fire,4
standing-somewhere-in-the-shadows,Standing Somewhere In The Shadows,1
star-crossed,Star Crossed,0
star-of-the-county-down,Star of the County Down,3
star-studded-nights,Star Studded Nights,0
starlight-and-stone,Starlight and Stone,2
starlight-schottische,Starlight Schottische,1
stars-fell-on-alabama,Stars Fell On Alabama,1
stars-on-the-water,Stars On The Water,3
starting-all-over-again,Starting All Over Again,2
starting-today,Starting Today,1
starting-tonight,Starting Tonight,1
starving-for-love,Starving For Love,2
state-of-mind,State Of Mind,1
stateside,Stateside,0
statue-of-a-fool,Statue Of A Fool,1
statue-of-a-fool-1,Statue of a Fool,1
stay-a-little-longer-in-your-bed,Stay A Little Longer In Your Bed,4
stay-close-to-me,Stay Close To Me,4
stay-on-his-mind,Stay On His Mind,4
stay-out-of-my-arms,Stay Out Of My Arms,1
stay-there-till-i-get-there,Stay There Till I Get There,4
stay-young,Stay Young,4
staying-together,Staying Together,1
step-into-my-soul,Step Into My Soul,0
step-into-my-soul-1,Step Into My Soul,0
step-into-the-water,Step Into The Water,1
steppin-out,Steppin' Out,1
steppin-out-1,Steppin' Out,1
stepping-out,Stepping Out,1
stepping-stone,Stepping Stone,2
steps-1-and-2,Steps 1 and 2,1
still,Still,0
still-got-a-couple-of-good-years-left,Still Got A Couple Of Good Years Left,2
still-holding-on,Still Holding On,3
still-loving-you,Still Loving You,1
still-they-call-me-love,Still They Call Me Love,2
still-water-runs-the-deepest,Still Water Runs The Deepest,1
stillhouse-branch,Stillhouse Branch,3
sting-in-this-old-bee,Sting In This Old Bee,1
stirring-up-the-ashes,Stirring Up The Ashes,4
stolen-love,Stolen Love,2
stolen-love-1,Stolen Love,2
stolen-love-is-the-beginning-of-the-end,Stolen Love Is The Beginning Of The End,3
stomp-them-grapes,Stomp Them Grapes,0
stone-by-stone,Stone By Stone,2
stone-cold-heart,Stone Cold Heart,4
stone-heart,Stone Heart,3
stoned-again,Stoned Again,2
stoned-at-the-jukebox,Stoned At The Jukebox,1
stony-mountain-west-virginia,Stony Mountain West Virginia,2
stood-up,Stood Up,0
stop-and-drink,Stop And Drink,1
stop-and-take-the-time,Stop And Take The Time,4
stop-me-if-you-ve-heard-this-one-before,Stop Me If You've Heard This One Before,4
stop-sneakin-around,Stop Sneakin' Around,1
stop-the-world-and-let-me-off,Stop The World and Let Me Off,1
storm-of-love,Storm Of Love,2
storms-of-troubled-times-aka-happy-anniversary,Storms Of Troubled Times ( aka Happy Anniversary),2
stormy-horizons,Stormy Horizons,3
story-of-a-broken-heart,Story Of A Broken Heart,3
story-of-parson-joe,Story Of Parson Joe,3
storybook-children,Storybook Children,0
straight-from-the-factory,Straight From The Factory,1
straighten-out-your-troubles-with-the-lord,Straighten Out Your Troubles (With the Lord),1
stranded-on-a-dead-end-street,Stranded On A Dead End Street,3
strange,Strange,0
strange-empty-world,Strange Empty World,1
stranger-things-have-happened,Stranger Things Have Happened,2
stranger-things-have-happened-1,Stranger Things Have Happened,2
strawberry-roan,Strawberry Roan,2
strawberry-snow,Strawberry Snow,1
streamline-cannonball,Streamline Cannonball,3
street-where-the-lonely-walk,Street Where The Lonely Walk,1
streets-of-bakersfield,Streets Of Bakersfield,1
streets-of-baltimore,Streets of Baltimore,2
streets-of-dodge,Streets Of Dodge,0
streets-of-gold,Streets Of Gold,1
streets-of-gold-1,Streets Of Gold,1
streets-of-san-francisco,Streets Of San Francisco,1
strike-it-rich,Strike It Rich,1
string-along,String Along,0
strong-chains-of-love,Strong Chains of Love,2
strong-enough-to-bend,Strong Enough To Bend,4
strong-heart,Strong Heart,1
strong-weakness,Strong Weakness,2
stubborn-heart,Stubborn Heart,3
stuck-right-in-the-middle-of-your-love,Stuck Right In The Middle Of Your Love,2
stupid-cupid,Stupid Cupid,1
subconscious-mind,Subconscious Mind,0
success-lyrics-chords,Success Lyrics Chords,0
such-a-fool,Such A Fool,1
such-a-night,Such a Night,4
such-a-waste-of-love,Such A Waste Of Love,2
such-a-waste-of-mind,Such A Waste Of Mind,0
such-an-easy-question,Such An Easy Question,2
suffer-in-silence,Suffer In Silence,1
suffer-time,Suffer Time,4
sugar-coated-sweetheart,Sugar Coated Sweetheart,1
sugar-daddy,Sugar Daddy,2
sugar-in-your-coffee,Sugar In Your Coffee,1
sugar-moon,Sugar Moon,1
sugartime,Sugartime,0
summer-love,Summer Love,2
summer-of-roses,Summer Of Roses,3
summer-s-comin,Summer's Comin',0
summertime-blues,Summertime Blues,2
sun-of-the-soul-the,"Sun Of The Soul, The",1
sunbonnet-sue,Sunbonnet Sue,0
sunday-christian,Sunday Christian,1
sunday-kind-of-woman,Sunday Kind Of Woman,2
sunday-morning,Sunday Morning,3
sunday-morning-christian,Sunday Morning Christian,3
sunday-morning-coming-down,Sunday Morning Coming Down,1
sunday-morning-we-ll-be-singing,Sunday Morning We'll Be Singing,3
sunday-string-band,Sunday String Band,2
sunny-nights,Sunny Nights,2
sunny-side-of-my-life,Sunny Side Of My Life,1
sunny-tennessee,Sunny Tennessee,4
sunnyside,Sunnyside,0
sunset,Sunset,1
sunset-and-vine,Sunset And Vine,1
sunset-years-of-life,Sunset Years of Life,1
sunshiny-day,Sunshiny Day,0
suppose-tonight-would-be-our-last,Suppose Tonight Would Be Our Last,1
surely-goodness-and-mercy,Surely Goodness And Mercy,2
surprise-birthday-party,Surprise Birthday Party,1
surround-me-with-love,Surround Me With Love,2
susan-when-she-tried,Susan When She Tried,1
suspicion,Suspicion,0
sweet-allis-chalmers,Sweet Allis Chalmers,1
sweet-and-tender-times,Sweet And Tender Times,1
sweet-baby-jesus,Sweet Baby Jesus,1
sweet-baby-mine,Sweet Baby Mine,2
sweet-betsy-from-pike,Sweet Betsy From Pike,3
sweet-caroline,Sweet Caroline,1
sweet-charlotte-ann,Sweet Charlotte Ann,0
sweet-chile,Sweet Chile,0
sweet-country-woman,Sweet Country Woman,1
sweet-darling,Sweet Darling,1
sweet-desire,Sweet Desire,2
sweet-fern,Sweet Fern,2
sweet-fever,Sweet Fever,0
sweet-flowers,Sweet Flowers,2
sweet-jennie-lee,Sweet Jennie Lee,0
sweet-kind-of-love,Sweet Kind of Love,2
sweet-lies,Sweet Lies,2
sweet-lips,Sweet Lips,1
sweet-little-country-girl,Sweet Little Country Girl,1
sweet-little-jesus-boy,Sweet Little Jesus Boy,3
sweet-little-sixteen,Sweet Little Sixteen,2
sweet-lovin,Sweet Lovin',1
sweet-loving-word,Sweet Loving Word,0
sweet-magnolia-blossom,Sweet Magnolia Blossom,1
sweet-mama-good-times,Sweet Mama Good Times,3
sweet-memories,Sweet Memories,2
sweet-memories-1,Sweet Memories,2
sweet-mercy-brown,Sweet Mercy Brown,2
sweet-misery,Sweet Misery,1
sweet-music-man,Sweet Music Man,3
sweet-promises,Sweet Promises,1
sweet-sixteen,Sweet Sixteen,2
sweet-sue,Sweet Sue,0
sweet-summer-lovin,Sweet Summer Lovin',1
sweet-summertime,Sweet Summertime,1
sweet-surrender,Sweet Surrender,1
sweet-susannah,Sweet Susannah,1
sweet-sweet-girl,Sweet Sweet Girl,2
sweet-sweet-judy,Sweet Sweet Judy,0
sweet-sweetheart,Sweet Sweetheart,1
sweet-temptation,Sweet Temptation,2
sweet-thang,Sweet Thang,1
sweeter-and-sweeter,Sweeter And Sweeter,1
sweetheart-of-the-rodeo,Sweetheart Of The Rodeo,2
sweetheart-of-the-town,Sweetheart Of The Town,1
sweetheart-of-the-year-aka-happy-anniversary,Sweetheart of the Year ( aka Happy Anniversary),1
sweethearts-again,Sweethearts Again,3
sweethearts-on-parade,Sweethearts On Parade,1
sweethearts-or-strangers,Sweethearts Or Strangers,0
swimming-upstream,Swimming Upstream,0
swing-baby-swing,Swing Baby Swing,1
swing-blues-no-1,Swing Blues No. 1,1
swing-wide-them-golden-gates,Swing Wide Them Golden Gates,2
swing-wide-your-gate-of-love,Swing Wide Your Gate of Love,2
swinging-doors,Swinging Doors,3
t-b-blues,T.B. Blues,2
tabernacle-tom,Tabernacle Tom,1
table-for-two,Table For Two,2
table-in-the-corner,Table In The Corner,1
table-next-to-me,Table Next To Me,1
tacoma,Tacoma,2
tag-along,Tag Along,1
tagging-along,Tagging Along,0
tahiti,Tahiti,0
taillights-blue,Taillights Blue,1
take-a-look-at-me,Take A Look At Me,2
take-a-message-to-mary,Take A Message To Mary,3
take-a-taste-of-my-wine,Take A Taste Of My Wine,0
take-an-old-cold-tater-and-wait,Take An Old Cold Tater And Wait,1
take-another-swing-at-me,Take Another Swing At Me,2
take-away-jesus,Take Away Jesus,1
take-good-care-of-her,Take Good Care of Her,0
take-good-care-of-him,Take Good Care of Him,0
take-it-easy,Take It Easy,1
take-it-easy-rider,Take It Easy Rider,2
take-it-from-me,Take It From Me,2
take-it-like-a-man,Take It Like A Man,1
take-me,Take Me,2
take-me-as-i-am-or-let-me-go,Take Me As I Am (Or Let Me Go),3
take-me-as-i-am-or-let-me-go-1,Take Me As I Am Or Let Me Go,3
take-me-back-to-georgia,Take Me Back to Georgia,1
take-me-back-to-renfro-valley,Take Me Back To Renfro Valley,2
take-me-down,Take Me Down,1
take-me-home-to-mama,Take Me Home To Mama,2
take-me-like-i-am,Take Me Like I Am,2
take-me-to-your-world,Take Me to Your World,2
take-my-breath-away,Take My Breath Away,1
take-my-hand,Take My Hand,1
take-my-ring-off-of-your-finger,Take My Ring Off of Your Finger,1
take-my-word,Take My Word,0
take-the-keys-to-my-heart,Take The Keys To My Heart,3
take-these-chains-from-my-heart,Take These Chains From My Heart,1
take-this-job-and-shove-it,Take This Job And Shove It,1
take-time,Take Time,4
take-time-to-be-holy,Take Time To Be Holy,4
take-time-to-love-her,Take Time To Love Her,4
take-up-thy-cross,Take Up Thy Cross,2
take-up-thy-cross-1,Take Up Thy Cross,2
take-your-hands-off-my-heart,Take Your Hands Off My Heart,3
take-your-love-away,Take Your Love Away,2
take-your-memory-with-you,Take Your Memory With You,1
take-your-shoes-off-moses,Take Your Shoes Off Moses,3
take-your-time,Take Your Time,4
taken,Taken,2
takin-chances,Takin' Chances,1
takin-it-easy,Takin' It Easy,2
taking-a-chance-on-love,Taking A Chance On Love,2
taking-chances,Taking Chances,1
taking-it-easy-here,Taking It Easy Here,2
taking-the-place-of-my-man,Taking The Place Of My Man,1
talk-about-sufferin,Talk About Sufferin’,1
talk-back-trembling-lips,Talk Back Trembling Lips,1
talk-it-all-over-with-him,Talk It All Over With Him,2
talk-of-the-town,Talk Of The Town,4
talk-to-me,Talk To Me,1
talk-to-your-heart,Talk to Your Heart,3
talkin-to-myself-again,Talkin’ To Myself Again,2
talking-in-your-sleep,Talking In Your Sleep,2
talking-to-god,Talking To God,1
talking-to-the-wall,Talking To The Wall,3
talking-to-the-wrong-man,Talking To the Wrong Man,2
talking-to-your-memory-again,Talking To Your Memory Again,2
tall-oak-tree,Tall Oak Tree,2
tall-oak-tree-1,Tall Oak Tree,2
tall-tall-trees,Tall Tall Trees,1
tammy,Tammy,1
tangled-web,Tangled Web,0
tanqueray,Tanqueray,0
taste-of-life,Taste Of Life,1
taste-of-the-truth,Taste Of The Truth,2
tater-pie,Tater Pie,0
tattle-tale-tears,Tattle Tale Tears,2
tattlers-wagon,Tattlers Wagon,0
tattletale-eyes,Tattletale Eyes,0
teach-me-how-to-lie,Teach Me How To Lie,1
teach-me-how-to-pray,Teach Me How To Pray,1
teach-me-the-words-to-your-song,Teach Me The Words To Your Song,1
teach-me-to-cheat,Teach Me To Cheat,0
teach-me-to-forget,Teach Me To Forget,0
teach-my-daddy-how-to-pray-with-chords,Teach My Daddy How To Pray with chords,3
tear-by-tear,Tear By Tear,0
tear-stained-guitar,Tear Stained Guitar,2
tear-stained-letter,Tear Stained Letter,1
teardrop-inn,Teardrop Inn,0
teardrops-falling-in-the-snow,Teardrops Falling In The Snow,2
teardrops-from-my-eyes,Teardrops From My Eyes,0
teardrops-in-my-heart,Teardrops in My Heart,3
teardrops-of-regret,Teardrops Of Regret,0
teardrops-on-the-rocks,Teardrops On The Rocks,1
teardrops-on-the-roses,Teardrops On The Roses,3
teardrops-over-you,Teardrops Over You,1
tearful-earful,Tearful Earful,0
tears-broke-out-on-me,Tears Broke Out On Me,2
tears-can-never-drown-the-flame,Tears Can Never Drown The Flame,2
tears-for-two,Tears For Two,2
tears-of-regret,Tears Of Regret,2
tears-of-the-lonely,Tears Of The Lonely,2
tears-on-my-pillow,Tears on My Pillow,2
tears-on-the-city,Tears On The City,2
tears-stain-my-pillow,Tears Stain My Pillow,2
tears-will-never-stain-the-streets-of-that-city,Tears Will Never Stain The Streets Of That City,2
teddy,Teddy,0
teddy-bear-song,Teddy Bear Song,1
teenage-boogie,Teenage Boogie,3
teenage-idol,Teenage Idol,0
teenage-wedding,Teenage Wedding,1
telephone-line,Telephone Line,0
tell-another-lie,Tell Another Lie,0
tell-her-lies-and-feed-her-candy,Tell Her Lies And Feed Her Candy,4
tell-her-so,Tell Her So,0
tell-it-like-it-was,Tell It Like It Was,1
tell-laura-i-love-her,Tell Laura I Love Her,2
tell-lorrie-i-love-her,Tell Lorrie I Love Her,2
tell-me,Tell Me,2
tell-me-about-it,Tell Me About It,2
tell-me-again,Tell Me Again,2
tell-me-how,Tell Me How,2
tell-me-more,Tell Me More,2
tell-me-my-lying-eyes-are-wrong,Tell Me My Lying Eyes Are Wrong,2
tell-me-pretty-words,Tell Me Pretty Words,2
tell-me-that-you-love-me,Tell Me That You Love Me,3
tell-me-the-story-of-jesus,Tell Me The Story Of Jesus,2
tell-me-what-i-want-to-hear,Tell Me What I Want To Hear,2
tell-me-why,Tell Me Why,4
tell-me-with-your-heart,Tell Me With Your Heart,3
tell-mother-i-ll-be-there,Tell Mother I'll Be There,2
tell-my-baby-i-love-her,Tell My Baby I Love Her,2
tell-your-children,Tell Your Children,0
telling-my-troubles,Telling My Troubles,1
telling-my-troubles-to-my-old-guitar,Telling My Troubles To My Old Guitar,2
temporarily-yours,Temporarily Yours,0
tempted,Tempted,1
tempted-1,Tempted,1
ten-cent-cotton,Ten Cent Cotton,1
ten-dollars-and-a-clean-white-shirt,Ten Dollars And A Clean White Shirt,1
ten-feet-away,Ten Feet Away,1
ten-feet-tall-and-bulletproof,Ten Feet Tall And Bulletproof,1
ten-little-fingers,Ten Little Fingers,1
ten-little-numbers,Ten Little Numbers,1
ten-nights-in-a-bar-room,Ten Nights in a Bar Room,1
ten-rounds-with-jose-cuervo,Ten Rounds With Jose Cuervo,1
ten-shades-of-green,Ten Shades Of Green,2
ten-thousand-angels,Ten Thousand Angels,1
ten-thousand-drums,Ten Thousand Drums,3
ten-thousand-teardrops,Ten Thousand Teardrops,1
ten-thousand-tears,Ten Thousand Tears,2
ten-thousands-angels-cried,Ten Thousands Angels Cried,2
ten-years,Ten Years,1
ten-years-1,Ten Years,1
ten-years-three-kids-two-loves-too-late,Ten Years Three Kids Two Loves Too Late,4
tender-feeling,Tender Feeling,0
tender-hearted-baby,Tender Hearted Baby,1
tender-lie,Tender Lie,1
tender-lovin-care,Tender Lovin' Care,0
tender-years,Tender Years,0
tenderly-calling,Tenderly Calling,1
tennessee-border,Tennessee Border,2
tennessee-christmas,Tennessee Christmas,1
tennessee-farmer-the,Tennessee Farmer (The),1
tennessee-homesick-blues,Tennessee Homesick Blues,1
tennessee-moon,Tennessee Moon,1
tennessee-mountain-fox-chase,Tennessee Mountain Fox Chase,3
tennessee-river,Tennessee River,1
terrible-tangled-web,Terrible Tangled Web,0
terrific-together,Terrific Together,1
texarkana-baby,Texarkana Baby,1
texas-blues,Texas Blues,3
texas-gals,Texas Gals,2
texas-girl,Texas Girl,1
texas-quickstep,Texas Quickstep,2
thank-god,Thank God,4
thank-god-and-greyhound-you-re-gone,Thank God and Greyhound You're Gone,4
thank-god-for-a-mother-like-mine,Thank God For A Mother Like Mine,2
thank-god-for-believers,Thank God For Believers,0
thank-god-for-kids,Thank God For Kids,2
thank-god-for-the-radio,Thank God For The Radio,1
thank-god-for-the-radio-1,Thank God For The Radio,1
thank-goodness-it-s-forever,Thank Goodness It's Forever,4
thank-you-for-being-you,Thank You For Being You,1
thank-you-lord-for-your-blessings-on-me,Thank You Lord For Your Blessings On Me,3
thank-you-world,Thank You World,1
thankful-for-your-love,Thankful For Your Love,4
thanks,Thanks,1
thanks-a-lot,Thanks A Lot,3
thanks-a-lot-for-trying-anyway,Thanks A Lot For Trying Anyway,3
thanks-a-lot-with-chords,Thanks A Lot with chords,3
thanks-again,Thanks Again,2
thanks-for-all-the-yesterdays,Thanks For All The Yesterdays,1
thanks-for-nothing,Thanks For Nothing,2
thanks-to-calvary,Thanks To Calvary,3
that-ain-t-a-woman-s-way,That Ain't A Woman's Way,0
that-beautiful-picture,That Beautiful Picture,2
that-big-old-moon,That Big Old Moon,0
that-boy-s-got-the-habit,That Boy's Got The Habit,2
that-certain-one,That Certain One,4
that-christmasy-feeling,That Christmasy Feeling,0
that-do-make-it-nice,That Do Make It Nice,1
that-dont-make-her-a-bad-girl,That Don’t Make Her A Bad Girl,2
that-feeling,That Feeling,2
that-girl-is-a-cowboy,That Girl Is A Cowboy,2
that-girl-who-waits-on-tables,That Girl Who Waits On Tables,2
that-honky-tonk-call,That Honky Tonk Call,2
that-hot-lick-fiddlin-man,That Hot Lick Fiddlin' Man,1
that-just-about-does-it-don-t-it,That Just About Does it Don't it,0
that-kind-of-fool,That Kind Of Fool,1
that-little-boy-of-mine,That Little Boy Of Mine,3
that-ll-be-the-day,That'll Be the Day,1
that-loving-feeling,That Loving Feeling,0
that-makes-it-tough,That Makes It Tough,0
that-makes-two-of-us,That Makes Two of Us,2
that-makes-two-of-us-1,That Makes Two Of Us,2
that-makes-two-of-us-2,That Makes Two Of Us,2
that-new-old-fashioned-love,That New Old Fashioned Love,2
that-ol-train,That Ol' Train,1
that-ol-wind,That Ol' Wind,0
that-old-bourbon-street-church,That old Bourbon Street Church,0
that-old-silvertone,That Old Silvertone,0
that-old-wheel,That Old Wheel,4
that-over-thirty-look,That Over Thirty Look,0
that-reminds-me-of-me,That Reminds Me Of Me,0
that-s-a-lie,That's A Lie,0
that-s-a-lie-1,That's A Lie,0
that-s-a-sad-affair,That's A Sad Affair,0
that-s-all-i-need-to-know,That's All I Need To Know,1
that-s-all-it-took,That's All It Took,1
that-s-all-over,That's All Over,0
that-s-all-she-needs-to-hear,That's All She Needs To Hear,3
that-s-all-she-wrote,That's All She Wrote,1
that-s-all-she-wrote-1,That's All She Wrote,1
that-s-all-that-matters,That's All That Matters,0
that-s-all-that-s-left-of-my-baby,That's All That's Left Of My Baby,1
that-s-enough,That's Enough,2
that-s-how-heartache-begins,That's How Heartache Begins,0
that-s-how-it-s-got-to-be,That's How It's Got To Be,0
that-s-jesus,That's Jesus,1
that-s-love,That's Love,1
that-s-me-every-chance-i-get,That's Me Every Chance I Get,0
that-s-my-desire,That's My Desire,2
that-s-my-heart-s-desire,That's My Heart's Desire,2
that-s-my-kind-of-woman,That's My Kind Of Woman,1
that-s-my-lord,That's My Lord,1
that-s-okay,That's Okay,0
that-s-the-chance-i-ll-have-to-take,That's The Chance I'll Have To Take,1
that-s-the-day,That's The Day,1
that-s-the-kind-of-love-i-m-looking-for,That's The Kind Of Love I'm Looking For,2
that-s-the-man-i-m-looking-for,That's The Man I'm Looking For,1
that-s-the-only-way-to-cry,That's The Only Way To Cry,3
that-s-the-thing-about-a-memory,That's The Thing About A Memory,1
that-s-the-thing-about-love,That's The Thing About Love,2
that-s-the-truth,That's The Truth,2
that-s-the-way-i-feel,That's The Way I Feel,2
that-s-the-way-it-s-always-been,That's The Way It's Always Been,2
that-s-the-way-it-s-gotta-be,That's The Way It's Gotta Be,2
that-s-the-way-love-goes,That's the Way Love Goes,1
that-s-too-good-to-be-true,That's Too Good To Be True,2
that-s-what-breaking-hearts-do,That's What Breaking Hearts Do,0
that-s-what-fools-are-for,That's What Fools Are For,1
that-s-what-friends-are-for,That's What Friends Are For,3
that-s-what-he-said,That's What He Said,0
that-s-what-i-do-best,That's What I Do Best,1
that-s-what-i-tell-myself,That's What I Tell Myself,0
that-s-what-it-s-like-to-be-lonesome,That's What It's Like To Be Lonesome,4
that-s-what-lonesome-is,That's What Lonesome Is,4
that-s-what-makes-the-jukebox-play,That's What Makes The Jukebox Play,1
that-s-what-sells-the-wine,That's What Sells The Wine,1
that-s-what-they-say,That's What They Say,0
that-s-when-i-see-the-blues,That's When I See The Blues,1
that-s-when-it-hurts-the-most,That's When It Hurts The Most,2
that-s-where-i-draw-the-line,That's Where I Draw The Line,1
that-s-where-i-wanna-take-our-love,That's Where I Wanna Take Our Love,2
that-s-where-i-want-to-be,That's Where I Want To Be,1
that-s-where-my-money-goes,That's Where My Money Goes,1
that-s-where-our-love-must-be,That's Where Our Love Must Be,2
that-s-why-i-cry,That's Why I Cry,3
that-s-why-i-m-walking,That's Why I'm Walking,1
that-s-why-jesus-went-to-calvary,That's Why Jesus Went To Calvary,3
that-same-ol-look-of-love,That Same Ol' Look Of Love,2
that-same-spirit,That Same Spirit,1
that-she-s-leaving-feeling,That She's Leaving Feeling,0
that-spirit-of-christmas,That Spirit of Christmas,3
that-stuff,That Stuff,1
that-summer,That Summer,0
that-warm-summer-night,That Warm Summer Night,4
that-was-the-way-it-was-then,That Was The Way It Was Then,1
that-was-us,That Was Us,0
that-wild-and-wicked-look-in-your-eye,That Wild And Wicked Look In Your Eye,3
that-woman-of-mine,That Woman Of Mine,2
that-wonderful-someone,That Wonderful Someone,0
thats-how-i-got-to-memphis,That’s How I Got To Memphis,4
thats-my-desire,That’s My Desire,2
thats-the-recipe-for-a-heartache,That’s The Recipe For A Heartache,1
the-air-conditioner-song,The Air Conditioner Song,0
the-alphabet,The Alphabet,0
the-andy-griffith-show,The Andy Griffith Show,0
the-angel-song,The Angel Song,1
the-angels-cried,The Angels Cried,2
the-animal-of-man,The Animal Of Man,1
the-answer-is-love,The Answer Is Love,2
the-armour,The Armour,0
the-arms-of-my-love,The Arms Of My Love,2
the-auction,The Auction,0
the-back-of-my-hand,The Back Of My Hand,1
the-ballad-of-paladin,The Ballad Of Paladin,0
the-ballad-of-thunder-road,The Ballad Of Thunder Road,2
the-band-keeps-playing,The Band Keeps Playing,1
the-barn-dance,The Barn Dance,1
the-battle-for-daddy-s-soul,The Battle For Daddy's Soul,1
the-battle-of-armageddon,The Battle of Armageddon,1
the-beautiful-city,The Beautiful City,1
the-bedroom,The Bedroom,0
the-beginning-and-the-end,The Beginning And The End,3
the-beginning-of-the-end,The Beginning Of The End,2
the-beginning-of-the-end-1,The Beginning Of The End,2
the-beginning-of-the-end-2,The Beginning Of The End,2
the-bells-that-broke-my-heart,The Bells That Broke My Heart,3
the-bend-in-the-river,The Bend In The River,1
the-best-day,The Best Day,0
the-best-dressed-beggar-in-town,The Best Dressed Beggar In Town,2
the-best-game-in-town,The Best Game In Town,2
the-best-i-can-give-her,The Best I Can Give Her,1
the-best-i-ever-had,The Best I Ever Had,1
the-best-i-ever-had-1,The Best I Ever Had,1
the-best-i-have,The Best I Have,0
the-best-i-know-how,The Best I Know How,1
the-best-thing-going,The Best Thing Going,1
the-best-way-i-know-how,The Best Way I Know How,1
the-bible-trail,The Bible Trail,1
the-big-beat,The Big Beat,0
the-big-heartbreak,The Big Heartbreak,1
the-big-man-above,The Big Man Above,2
the-big-one,The Big One,4
the-bird-i-held-in-my-hand,The Bird I Held In My Hand,1
the-birds-and-the-bees,The Birds And The Bees,1
the-birds-and-the-bees-1,The Birds And The Bees,1
the-birthday-of-our-king,The Birthday Of Our King,2
the-blame,The Blame,0
the-blame-lies-with-me,The Blame Lies With Me,2
the-blessings,The Blessings,0
the-blind-child,The Blind Child,1
the-blind-man,The Blind Man,1
the-blizzard,The Blizzard,3
the-blood-that-stained-the-old-rugged-cross,The Blood That Stained The Old Rugged Cross,1
the-blues-come-around,The Blues Come Around,0
the-blues-come-in,The Blues Come In,0
the-blues-don-t-care-who-s-got-em,The Blues Don't Care Who's Got 'Em,0
the-blues-don-t-care-who-s-got-em-1,The Blues Don't Care Who's Got 'Em,0
the-blues-man,The Blues Man,2
the-bobba-wobba-wedding,The Bobba Wobba Wedding,1
the-borderline,The Borderline,2
the-bottle-for-the-cross,The Bottle For The Cross,1
the-bottle-let-me-down,The Bottle Let Me Down,1
the-bottle-that-pours-the-wine,The Bottle That Pours The Wine,1
